client_id,client_tenure_in_years,client_age,gender,number_of_accounts,balance,calls_per_year,logons_per_year,experiment_group,dummy,tenure_group,age_group,balance_group
2581,4,22.0,M,2,24976.789999999997,2,8,Control,1,0-10 years,21-40 years,0 - 200k
41122,4,26.5,U,2,32267.32,2,8,Test,1,0-10 years,21-40 years,0 - 200k
1930561,11,47.0,M,2,70786.51,0,6,Control,1,10-20 years,41-60 years,0 - 200k
7762269,7,25.0,M,2,187293.94,12,18,Test,1,0-10 years,21-40 years,0 - 200k
7001756,16,48.5,F,2,74606.13,2,8,Control,1,10-20 years,41-60 years,0 - 200k
3667737,6,59.5,U,2,62144.13,4,10,Control,1,0-10 years,41-60 years,0 - 200k
7605063,11,41.5,F,2,35488.979999999996,0,6,Test,1,10-20 years,41-60 years,0 - 200k
4903514,14,62.5,M,2,59376.29,12,18,Test,1,10-20 years,61-80 years,0 - 200k
5379667,7,49.5,U,2,36419.14,2,8,Control,1,0-10 years,41-60 years,0 - 200k
1438266,11,30.0,F,2,62207.34,12,18,Control,1,10-20 years,21-40 years,0 - 200k
4043025,11,39.0,M,2,53028.83,8,14,Test,1,10-20 years,21-40 years,0 - 200k
7172171,15,56.5,F,2,43477.899999999994,8,14,Test,1,10-20 years,41-60 years,0 - 200k
6389700,7,30.0,U,2,24069.539999999997,8,14,Control,1,0-10 years,21-40 years,0 - 200k
9295408,25,65.5,M,2,150975.9,4,10,Control,1,20-30 years,61-80 years,0 - 200k
2971636,24,58.5,M,3,566776.0900000001,4,12,Control,1,20-30 years,41-60 years,"400,001 - 600k"
7889820,25,59.0,M,3,212013.37,8,14,Control,1,20-30 years,41-60 years,"200,001 - 400k"
3169324,22,51.5,M,3,317823.42,12,18,Control,1,20-30 years,41-60 years,"200,001 - 400k"
4449968,21,53.5,F,4,124701.46,4,10,Test,1,20-30 years,41-60 years,0 - 200k
7186557,20,32.5,M,2,229440.09000000003,6,12,Control,1,20-30 years,21-40 years,"200,001 - 400k"
9684806,20,41.0,M,3,1977654.45,8,16,Test,1,20-30 years,41-60 years,"800,001+"
1058810,20,45.0,M,3,150793.74,10,16,Test,1,20-30 years,41-60 years,0 - 200k
2107030,20,56.0,F,2,34244.58,0,6,Test,1,20-30 years,41-60 years,0 - 200k
8586222,17,61.0,F,2,37804.34,12,18,Control,1,10-20 years,61-80 years,0 - 200k
7047598,6,42.0,U,2,71097.95999999999,12,18,Test,1,0-10 years,41-60 years,0 - 200k
2171087,5,68.0,M,2,444771.23,12,18,Control,1,0-10 years,61-80 years,"400,001 - 600k"
8119688,9,25.0,F,2,24498.019999999997,0,6,Control,1,0-10 years,21-40 years,0 - 200k
2637815,27,54.5,M,2,47174.14,0,6,Test,1,20-30 years,41-60 years,0 - 200k
6253626,12,20.5,M,2,28998.67,2,8,Test,1,10-20 years,21-40 years,0 - 200k
8960791,9,43.5,F,2,572139.75,0,6,Test,1,0-10 years,41-60 years,"400,001 - 600k"
5441598,4,68.5,U,2,110891.39,8,14,Test,1,0-10 years,61-80 years,0 - 200k
9281816,5,41.5,U,2,65294.6,0,6,Test,1,0-10 years,41-60 years,0 - 200k
1124939,4,67.0,F,3,53054.259999999995,12,18,Control,1,0-10 years,61-80 years,0 - 200k
5512263,6,22.5,M,2,38642.759999999995,12,18,Test,1,0-10 years,21-40 years,0 - 200k
6586594,6,25.0,U,2,60653.31,0,6,Test,1,0-10 years,21-40 years,0 - 200k
1246796,16,24.5,F,2,28251.539999999997,4,10,Control,1,10-20 years,21-40 years,0 - 200k
8711441,15,51.5,F,2,63980.47,10,16,Test,1,10-20 years,41-60 years,0 - 200k
3767203,9,47.5,M,2,70820.4,12,18,Control,1,0-10 years,41-60 years,0 - 200k
2228978,5,60.5,U,3,323550.19,10,16,Test,1,0-10 years,61-80 years,"200,001 - 400k"
5241409,12,61.5,F,2,28938.42,0,8,Test,1,10-20 years,61-80 years,0 - 200k
2347584,13,60.0,F,2,25678.789999999997,6,12,Control,1,10-20 years,61-80 years,0 - 200k
831379,5,62.5,U,2,28408.519999999997,4,10,Test,1,0-10 years,61-80 years,0 - 200k
5599270,6,61.0,U,2,64081.06,0,6,Test,1,0-10 years,61-80 years,0 - 200k
2289242,6,56.0,U,2,31498.449999999997,2,8,Control,1,0-10 years,41-60 years,0 - 200k
3607167,19,66.0,F,2,117501.63,0,6,Test,1,10-20 years,61-80 years,0 - 200k
106137,8,51.0,F,2,57980.78,6,12,Test,1,0-10 years,41-60 years,0 - 200k
9892018,6,21.5,U,3,54732.6,10,16,Test,1,0-10 years,21-40 years,0 - 200k
6166970,16,62.0,F,2,303945.52999999997,12,18,Test,1,10-20 years,61-80 years,"200,001 - 400k"
8836938,12,63.5,M,2,35048.24,12,18,Control,1,10-20 years,61-80 years,0 - 200k
5062808,10,28.5,M,4,257488.95,12,18,Control,1,10-20 years,21-40 years,"200,001 - 400k"
6746464,30,50.5,M,2,47892.98,4,10,Control,1,30-40 years,41-60 years,0 - 200k
5171446,14,60.5,M,2,28749.44,0,6,Test,1,10-20 years,61-80 years,0 - 200k
6023470,18,26.0,F,2,145977.64,6,12,Test,1,10-20 years,21-40 years,0 - 200k
2653269,7,41.0,U,2,180237.02,2,8,Test,1,0-10 years,41-60 years,0 - 200k
2594063,7,50.0,U,2,118308.31,2,8,Test,1,0-10 years,41-60 years,0 - 200k
8182490,15,48.5,M,2,88368.06,6,12,Test,1,10-20 years,41-60 years,0 - 200k
2406259,14,45.0,F,2,39619.31,2,8,Control,1,10-20 years,41-60 years,0 - 200k
8945332,23,55.0,M,2,337046.52999999997,12,18,Test,1,20-30 years,41-60 years,"200,001 - 400k"
1520540,22,53.5,M,2,133645.22999999998,12,18,Control,1,20-30 years,41-60 years,0 - 200k
5156136,22,52.5,M,2,103200.33,10,16,Test,1,20-30 years,41-60 years,0 - 200k
8313694,21,51.0,F,2,140020.97999999998,0,6,Control,1,20-30 years,41-60 years,0 - 200k
2486678,20,71.0,M,3,561168.4600000001,4,10,Control,1,20-30 years,61-80 years,"400,001 - 600k"
351038,20,50.0,M,2,61573.5,10,16,Test,1,20-30 years,41-60 years,0 - 200k
3099452,18,55.0,F,3,86542.93,4,14,Test,1,10-20 years,41-60 years,0 - 200k
1548193,17,33.5,M,2,175215.51,10,16,Control,1,10-20 years,21-40 years,0 - 200k
3253291,12,28.5,F,3,148482.78999999998,8,14,Control,1,10-20 years,21-40 years,0 - 200k
2323637,4,64.0,M,2,318275.79,12,18,Test,1,0-10 years,61-80 years,"200,001 - 400k"
7254723,6,75.0,U,2,149515.78,12,18,Control,1,0-10 years,61-80 years,0 - 200k
3716587,12,43.0,M,3,134899.7,2,8,Control,1,10-20 years,41-60 years,0 - 200k
1155060,8,29.5,U,2,33290.479999999996,2,8,Test,1,0-10 years,21-40 years,0 - 200k
5631954,14,60.0,M,2,236370.01,12,18,Control,1,10-20 years,61-80 years,"200,001 - 400k"
6821987,4,47.5,U,2,29858.949999999997,0,6,Control,1,0-10 years,41-60 years,0 - 200k
2179845,24,62.5,F,2,143381.49,4,10,Control,1,20-30 years,61-80 years,0 - 200k
8687548,5,68.0,M,2,65156.82,6,12,Test,1,0-10 years,61-80 years,0 - 200k
6414378,29,53.5,F,2,451273.13,2,8,Test,1,20-30 years,41-60 years,"400,001 - 600k"
863963,12,19.5,M,3,85509.23,12,18,Test,1,10-20 years,0-20 years,0 - 200k
4514128,6,34.0,U,2,66136.54000000001,2,8,Control,1,0-10 years,21-40 years,0 - 200k
9910831,11,31.5,F,2,102060.65,0,6,Test,1,10-20 years,21-40 years,0 - 200k
864721,13,44.5,M,2,157675.56,12,18,Control,1,10-20 years,41-60 years,0 - 200k
908608,14,53.0,M,2,56823.689999999995,2,8,Test,1,10-20 years,41-60 years,0 - 200k
1227534,30,72.0,M,3,625945.88,12,18,Test,1,30-40 years,61-80 years,"600,001 - 800k"
6217043,15,65.0,M,2,117943.43,0,8,Test,1,10-20 years,61-80 years,0 - 200k
4468780,26,68.5,F,3,681199.2000000001,6,12,Control,1,20-30 years,61-80 years,"600,001 - 800k"
193835,27,84.5,F,2,54177.98,4,10,Control,1,20-30 years,80+ years,0 - 200k
7285382,16,37.5,F,2,35004.83,12,18,Test,1,10-20 years,21-40 years,0 - 200k
7390281,15,51.0,F,2,59000.48,2,8,Test,1,10-20 years,41-60 years,0 - 200k
1013029,3,52.0,U,2,52666.89,4,10,Test,1,0-10 years,41-60 years,0 - 200k
1012168,6,39.0,U,2,56091.32,2,8,Test,1,0-10 years,21-40 years,0 - 200k
4717014,27,51.5,F,2,43476.47,0,6,Control,1,20-30 years,41-60 years,0 - 200k
2798244,7,33.5,U,2,46586.369999999995,0,6,Control,1,0-10 years,21-40 years,0 - 200k
3371047,7,68.5,U,2,195133.9,12,18,Test,1,0-10 years,61-80 years,0 - 200k
8686733,11,85.0,F,3,103255.09,12,18,Test,1,10-20 years,80+ years,0 - 200k
6806451,13,49.0,F,2,28247.93,12,18,Test,1,10-20 years,41-60 years,0 - 200k
9428003,15,59.5,F,2,36441.38,4,10,Control,1,10-20 years,41-60 years,0 - 200k
3843683,5,46.5,F,2,145875.84,2,8,Control,1,0-10 years,41-60 years,0 - 200k
4600195,16,68.0,F,2,56138.41,2,8,Test,1,10-20 years,61-80 years,0 - 200k
1298301,9,43.5,M,2,58601.57,10,16,Control,1,0-10 years,41-60 years,0 - 200k
9746326,7,67.5,U,2,31036.31,8,14,Control,1,0-10 years,61-80 years,0 - 200k
9708366,14,32.0,F,2,72359.1,0,6,Control,1,10-20 years,21-40 years,0 - 200k
6952910,7,54.5,U,2,71969.38,4,10,Control,1,0-10 years,41-60 years,0 - 200k
4726332,15,51.5,M,2,31735.44,2,8,Control,1,10-20 years,41-60 years,0 - 200k
2894620,15,35.0,M,2,42652.22,2,8,Control,1,10-20 years,21-40 years,0 - 200k
5179510,7,67.5,U,3,113155.41,12,18,Test,1,0-10 years,61-80 years,0 - 200k
361306,12,64.0,M,3,30544.69,6,12,Control,1,10-20 years,61-80 years,0 - 200k
6513718,6,62.5,U,2,25697.019999999997,12,18,Test,1,0-10 years,61-80 years,0 - 200k
5518993,8,30.5,U,2,52337.899999999994,4,10,Control,1,0-10 years,21-40 years,0 - 200k
8530605,5,63.5,U,2,41009.55,4,10,Test,1,0-10 years,61-80 years,0 - 200k
1754463,4,25.0,F,2,64442.91,6,12,Test,1,0-10 years,21-40 years,0 - 200k
9137754,25,44.5,M,3,1396463.5699999998,12,18,Control,1,20-30 years,41-60 years,"800,001+"
9517647,23,54.0,M,2,74942.82,12,18,Control,1,20-30 years,41-60 years,0 - 200k
2966935,22,67.5,F,4,667272.16,6,12,Test,1,20-30 years,61-80 years,"600,001 - 800k"
4612060,22,68.0,M,2,34313.59,12,18,Control,1,20-30 years,61-80 years,0 - 200k
2686458,23,60.5,M,3,3647710.43,0,8,Test,1,20-30 years,61-80 years,"800,001+"
1430624,18,36.5,U,3,334384.29,10,16,Test,1,10-20 years,21-40 years,"200,001 - 400k"
9074859,6,31.5,U,3,90255.21,6,12,Test,1,0-10 years,21-40 years,0 - 200k
9937616,4,29.0,U,2,26535.75,4,10,Test,1,0-10 years,21-40 years,0 - 200k
7433902,15,43.0,F,2,346483.2,12,18,Test,1,10-20 years,41-60 years,"200,001 - 400k"
7294783,6,36.5,U,2,25186.41,2,8,Control,1,0-10 years,21-40 years,0 - 200k
9497997,4,55.5,U,2,45956.02,4,10,Test,1,0-10 years,41-60 years,0 - 200k
3389527,10,30.0,M,3,82811.51,8,14,Control,1,10-20 years,21-40 years,0 - 200k
2822607,9,45.5,F,2,114918.23,8,14,Control,1,0-10 years,41-60 years,0 - 200k
5412721,15,28.5,F,2,42167.74,0,6,Control,1,10-20 years,21-40 years,0 - 200k
2587590,12,59.0,F,4,104268.68,12,18,Test,1,10-20 years,41-60 years,0 - 200k
3469614,7,25.5,U,2,39830.05,12,18,Control,1,0-10 years,21-40 years,0 - 200k
7953182,5,60.5,U,2,196550.5,10,16,Test,1,0-10 years,61-80 years,0 - 200k
7070097,11,53.0,M,2,8986419.77,12,18,Test,1,10-20 years,41-60 years,"800,001+"
7634812,14,62.0,F,2,39002.48,10,16,Test,1,10-20 years,61-80 years,0 - 200k
9528028,20,66.5,M,2,379919.81,8,14,Control,1,20-30 years,61-80 years,"200,001 - 400k"
1884245,6,32.0,U,4,403822.87,12,18,Test,1,0-10 years,21-40 years,"400,001 - 600k"
5568049,15,51.5,M,3,125120.6,4,10,Test,1,10-20 years,41-60 years,0 - 200k
4275135,6,26.0,U,2,26432.519999999997,6,12,Control,1,0-10 years,21-40 years,0 - 200k
6457664,5,60.0,U,3,1784711.71,10,16,Test,1,0-10 years,61-80 years,"800,001+"
6545776,35,70.0,F,2,53067.06,4,10,Test,1,30-40 years,61-80 years,0 - 200k
2354035,55,72.0,F,2,157703.82,6,12,Control,1,40+ years,61-80 years,0 - 200k
9506769,30,75.0,M,2,44989.42,6,12,Test,1,30-40 years,61-80 years,0 - 200k
2448787,15,37.5,F,2,34080.85,0,6,Control,1,10-20 years,21-40 years,0 - 200k
6708433,13,56.0,M,3,157494.07,12,18,Test,1,10-20 years,41-60 years,0 - 200k
7538367,15,64.0,F,2,35110.38,6,12,Test,1,10-20 years,61-80 years,0 - 200k
4909817,7,33.5,U,2,99338.67,12,18,Control,1,0-10 years,21-40 years,0 - 200k
7737702,4,24.0,U,3,31176.789999999997,2,8,Test,1,0-10 years,21-40 years,0 - 200k
7468293,27,52.5,F,2,48291.05,0,6,Test,1,20-30 years,41-60 years,0 - 200k
9343636,7,46.5,U,2,100993.38,0,6,Control,1,0-10 years,41-60 years,0 - 200k
6573809,15,57.5,M,3,288337.14999999997,10,16,Test,1,10-20 years,41-60 years,"200,001 - 400k"
9491805,4,58.5,U,2,39108.34,0,6,Test,1,0-10 years,41-60 years,0 - 200k
653513,28,32.5,F,3,41950.17,8,14,Control,1,20-30 years,21-40 years,0 - 200k
2108691,9,57.0,M,2,176228.31,4,10,Control,1,0-10 years,41-60 years,0 - 200k
1914298,6,26.5,U,3,53456.96,10,16,Test,1,0-10 years,21-40 years,0 - 200k
308060,14,43.5,F,2,64116.8,2,8,Test,1,10-20 years,41-60 years,0 - 200k
777118,17,51.0,U,4,712235.16,4,10,Test,1,10-20 years,41-60 years,"600,001 - 800k"
9158440,6,59.0,U,2,30487.49,2,8,Control,1,0-10 years,41-60 years,0 - 200k
8462687,5,47.5,U,2,64250.18,12,18,Test,1,0-10 years,41-60 years,0 - 200k
3777351,8,36.5,M,3,225805.40999999997,12,18,Control,1,0-10 years,21-40 years,"200,001 - 400k"
6658882,27,62.5,F,2,223538.84000000003,0,6,Test,1,20-30 years,61-80 years,"200,001 - 400k"
3904363,6,64.5,U,3,512159.72,12,18,Test,1,0-10 years,61-80 years,"400,001 - 600k"
3076128,4,27.0,U,2,42086.28,4,10,Test,1,0-10 years,21-40 years,0 - 200k
233429,14,51.5,M,2,65393.7,0,6,Test,1,10-20 years,41-60 years,0 - 200k
7267111,7,26.5,M,2,55774.05,0,6,Control,1,0-10 years,21-40 years,0 - 200k
8556804,20,58.5,M,2,75253.0,4,10,Control,1,20-30 years,41-60 years,0 - 200k
1335216,15,36.5,M,3,507035.19,8,14,Control,1,10-20 years,21-40 years,"400,001 - 600k"
8604300,5,65.5,M,2,54607.67,8,14,Control,1,0-10 years,61-80 years,0 - 200k
4520299,6,27.0,U,2,45102.32,0,6,Control,1,0-10 years,21-40 years,0 - 200k
8770403,30,65.0,F,2,33482.22,0,6,Control,1,30-40 years,61-80 years,0 - 200k
2289925,16,65.0,F,2,730519.05,6,12,Control,1,10-20 years,61-80 years,"600,001 - 800k"
7012371,6,26.0,U,2,59090.96,12,18,Test,1,0-10 years,21-40 years,0 - 200k
5163802,33,63.5,F,2,374528.37,12,18,Test,1,30-40 years,61-80 years,"200,001 - 400k"
7427161,15,37.5,M,2,282354.51,0,6,Test,1,10-20 years,21-40 years,"200,001 - 400k"
5835634,14,52.5,M,2,81149.9,6,12,Test,1,10-20 years,41-60 years,0 - 200k
9406651,24,51.5,F,2,51692.98,6,12,Test,1,20-30 years,41-60 years,0 - 200k
5932527,24,81.0,M,3,967918.68,8,14,Control,1,20-30 years,80+ years,"800,001+"
2682091,24,61.5,M,4,2609605.44,10,18,Control,1,20-30 years,61-80 years,"800,001+"
2257145,22,30.0,F,2,24689.289999999997,6,12,Test,1,20-30 years,21-40 years,0 - 200k
9995084,21,68.5,F,3,784605.3200000001,12,18,Control,1,20-30 years,61-80 years,"600,001 - 800k"
9722838,18,51.0,M,2,86437.4,4,10,Control,1,10-20 years,41-60 years,0 - 200k
6010917,8,58.0,M,2,150174.36,4,10,Test,1,0-10 years,41-60 years,0 - 200k
4140276,5,57.5,U,2,33481.45,12,18,Control,1,0-10 years,41-60 years,0 - 200k
3278160,7,53.5,U,2,46067.35,0,6,Control,1,0-10 years,41-60 years,0 - 200k
3516520,15,58.5,F,2,91043.53,10,16,Test,1,10-20 years,41-60 years,0 - 200k
3436732,7,51.0,U,3,83415.19,8,14,Test,1,0-10 years,41-60 years,0 - 200k
2118104,6,61.0,M,2,326344.8,2,8,Test,1,0-10 years,61-80 years,"200,001 - 400k"
1234625,8,78.0,M,2,86332.1,10,16,Test,1,0-10 years,61-80 years,0 - 200k
2721873,13,56.5,M,2,37296.61,6,12,Test,1,10-20 years,41-60 years,0 - 200k
5851995,14,21.0,M,2,26759.839999999997,6,12,Test,1,10-20 years,21-40 years,0 - 200k
7944408,8,43.0,F,2,28716.039999999997,6,12,Test,1,0-10 years,41-60 years,0 - 200k
9179290,10,29.0,F,2,67712.22,4,10,Control,1,10-20 years,21-40 years,0 - 200k
6162060,18,66.5,F,2,72547.91,2,8,Control,1,10-20 years,61-80 years,0 - 200k
8903501,13,44.5,F,2,30299.98,0,14,Control,1,10-20 years,41-60 years,0 - 200k
7328839,14,61.0,F,2,48572.67,6,12,Control,1,10-20 years,61-80 years,0 - 200k
6700649,5,46.0,F,2,37746.72,0,6,Test,1,0-10 years,41-60 years,0 - 200k
5804569,18,71.5,M,2,116087.92,2,8,Test,1,10-20 years,61-80 years,0 - 200k
3156983,5,37.0,U,4,35012.44,4,10,Test,1,0-10 years,21-40 years,0 - 200k
2972315,6,46.0,U,2,51597.899999999994,12,18,Test,1,0-10 years,41-60 years,0 - 200k
3949122,5,34.5,U,2,30758.03,8,14,Control,1,0-10 years,21-40 years,0 - 200k
8984851,5,29.0,U,2,25122.07,2,8,Control,1,0-10 years,21-40 years,0 - 200k
6856197,9,64.5,M,2,103748.23,4,10,Test,1,0-10 years,61-80 years,0 - 200k
7241458,6,60.5,U,2,143160.18,12,18,Test,1,0-10 years,61-80 years,0 - 200k
8669100,12,57.5,M,3,61243.2,10,16,Test,1,10-20 years,41-60 years,0 - 200k
7072986,4,59.0,U,2,116309.57,6,12,Test,1,0-10 years,41-60 years,0 - 200k
100940,15,47.0,U,2,178212.88,12,18,Test,1,10-20 years,41-60 years,0 - 200k
3678111,14,41.5,F,2,45714.55,4,10,Test,1,10-20 years,41-60 years,0 - 200k
3104377,34,63.0,F,3,3377435.0,10,16,Test,1,30-40 years,61-80 years,"800,001+"
4547552,5,26.5,U,2,26511.4,2,8,Control,1,0-10 years,21-40 years,0 - 200k
8087706,21,67.0,M,2,26122.21,4,10,Test,1,20-30 years,61-80 years,0 - 200k
965283,12,33.0,F,2,29639.44,0,6,Test,1,10-20 years,21-40 years,0 - 200k
6106562,5,21.5,U,2,32112.269999999997,4,10,Test,1,0-10 years,21-40 years,0 - 200k
3893174,13,85.0,M,2,54644.91,12,18,Test,1,10-20 years,80+ years,0 - 200k
5920529,10,55.5,M,2,55333.7,8,14,Test,1,10-20 years,41-60 years,0 - 200k
5440190,6,31.5,U,3,97643.67,6,12,Control,1,0-10 years,21-40 years,0 - 200k
377022,12,50.0,M,2,133690.52000000002,12,18,Test,1,10-20 years,41-60 years,0 - 200k
9989513,4,44.5,U,2,335888.13,12,18,Test,1,0-10 years,41-60 years,"200,001 - 400k"
1976026,5,55.5,M,2,1001671.76,12,18,Control,1,0-10 years,41-60 years,"800,001+"
6251214,13,52.5,F,2,39285.39,12,18,Test,1,10-20 years,41-60 years,0 - 200k
8009941,8,49.5,U,2,96934.06,8,14,Test,1,0-10 years,41-60 years,0 - 200k
2166183,4,64.5,U,2,24231.15,2,8,Control,1,0-10 years,61-80 years,0 - 200k
4544412,12,37.0,M,2,57820.09,0,6,Test,1,10-20 years,21-40 years,0 - 200k
4438679,7,71.5,U,4,172982.02000000002,12,18,Test,1,0-10 years,61-80 years,0 - 200k
3745434,5,21.0,U,2,32280.769999999997,0,6,Control,1,0-10 years,21-40 years,0 - 200k
460505,10,47.0,M,2,43554.07,0,6,Control,1,10-20 years,41-60 years,0 - 200k
7900853,5,44.0,U,2,32126.61,8,14,Test,1,0-10 years,41-60 years,0 - 200k
1132302,23,48.5,M,2,599778.61,6,12,Test,1,20-30 years,41-60 years,"400,001 - 600k"
7802782,22,49.0,M,3,199338.73,10,16,Control,1,20-30 years,41-60 years,0 - 200k
7260625,21,29.0,M,3,26141.21,12,18,Control,1,20-30 years,21-40 years,0 - 200k
2594659,20,60.0,M,3,59225.35,0,6,Control,1,20-30 years,61-80 years,0 - 200k
3468143,20,64.0,F,2,51048.45,6,12,Control,1,20-30 years,61-80 years,0 - 200k
5317820,19,22.0,M,2,44319.22,8,14,Test,1,10-20 years,21-40 years,0 - 200k
7815714,7,57.5,U,2,81438.23999999999,4,10,Test,1,0-10 years,41-60 years,0 - 200k
517186,15,69.5,M,2,31286.72,6,12,Control,1,10-20 years,61-80 years,0 - 200k
6115725,8,21.5,U,2,44516.97,0,6,Control,1,0-10 years,21-40 years,0 - 200k
6677074,5,67.0,U,2,79015.39,8,14,Test,1,0-10 years,61-80 years,0 - 200k
4606906,8,56.0,F,2,58415.5,4,10,Control,1,0-10 years,41-60 years,0 - 200k
7826041,7,45.0,U,2,59939.35,4,10,Control,1,0-10 years,41-60 years,0 - 200k
1806584,8,58.5,U,2,24807.449999999997,0,6,Control,1,0-10 years,41-60 years,0 - 200k
6743650,18,61.5,F,2,264986.29,12,18,Control,1,10-20 years,61-80 years,"200,001 - 400k"
2007508,7,55.5,U,2,61346.96,8,14,Test,1,0-10 years,41-60 years,0 - 200k
1455865,31,46.0,M,2,26630.37,12,18,Test,1,30-40 years,41-60 years,0 - 200k
4849181,10,52.0,F,2,291855.37,12,18,Control,1,10-20 years,41-60 years,"200,001 - 400k"
4575187,13,44.0,F,2,38011.61,2,8,Test,1,10-20 years,41-60 years,0 - 200k
9772972,6,34.0,U,3,55266.82,2,8,Control,1,0-10 years,21-40 years,0 - 200k
1115010,5,62.0,U,2,32018.19,2,8,Test,1,0-10 years,61-80 years,0 - 200k
9670804,8,60.5,M,2,286442.77999999997,12,18,Test,1,0-10 years,61-80 years,"200,001 - 400k"
6360509,15,45.5,M,3,1290764.84,12,18,Test,1,10-20 years,41-60 years,"800,001+"
8707061,19,45.0,M,2,394212.13,10,16,Control,1,10-20 years,41-60 years,"200,001 - 400k"
695211,7,58.0,U,2,45112.21,0,6,Test,1,0-10 years,41-60 years,0 - 200k
6708228,15,45.5,M,2,518291.06,2,8,Test,1,10-20 years,41-60 years,"400,001 - 600k"
1583044,5,34.5,U,2,46296.24,2,8,Control,1,0-10 years,21-40 years,0 - 200k
3060931,10,38.5,M,2,53681.2,10,16,Control,1,10-20 years,21-40 years,0 - 200k
3367099,18,52.0,F,2,432637.47,10,16,Test,1,10-20 years,41-60 years,"400,001 - 600k"
8697150,4,20.5,U,4,82407.01999999999,12,18,Control,1,0-10 years,21-40 years,0 - 200k
240468,22,75.5,F,2,2137431.35,12,18,Control,1,20-30 years,61-80 years,"800,001+"
2719667,14,43.0,M,2,28815.879999999997,2,8,Test,1,10-20 years,41-60 years,0 - 200k
3604196,4,48.0,F,2,54293.84,0,6,Control,1,0-10 years,41-60 years,0 - 200k
4078671,15,63.0,M,2,50648.67999999999,2,8,Test,1,10-20 years,61-80 years,0 - 200k
5413659,10,29.0,M,3,100932.39,2,8,Control,1,10-20 years,21-40 years,0 - 200k
3407269,9,36.0,M,2,60451.21,2,8,Control,1,0-10 years,21-40 years,0 - 200k
8516900,36,75.5,M,4,1221214.99,12,18,Test,1,30-40 years,61-80 years,"800,001+"
2465653,11,23.5,F,3,70853.75,2,8,Control,1,10-20 years,21-40 years,0 - 200k
8611091,5,61.0,M,2,34858.57,6,12,Test,1,0-10 years,61-80 years,0 - 200k
4555516,23,62.0,F,2,118105.29,4,10,Test,1,20-30 years,61-80 years,0 - 200k
8873013,6,64.0,F,3,436644.32,4,10,Test,1,0-10 years,61-80 years,"400,001 - 600k"
3929612,13,64.0,M,3,465878.12,4,10,Test,1,10-20 years,61-80 years,"400,001 - 600k"
6318309,25,22.0,M,2,89410.26,8,14,Control,1,20-30 years,21-40 years,0 - 200k
760441,23,65.0,M,2,138766.65,12,18,Control,1,20-30 years,61-80 years,0 - 200k
5339414,19,45.0,M,2,117760.75,8,14,Control,1,10-20 years,41-60 years,0 - 200k
9113181,19,54.0,M,2,94048.69,2,8,Test,1,10-20 years,41-60 years,0 - 200k
8507003,18,42.5,U,3,47112.69,8,14,Control,1,10-20 years,41-60 years,0 - 200k
689630,16,52.0,M,3,488210.69,6,12,Test,1,10-20 years,41-60 years,"400,001 - 600k"
1784712,16,63.5,U,2,198002.27,12,18,Control,1,10-20 years,61-80 years,0 - 200k
1057707,28,85.5,F,3,249965.69,12,18,Test,1,20-30 years,80+ years,"200,001 - 400k"
277068,5,25.5,U,3,77668.15,8,14,Test,1,0-10 years,21-40 years,0 - 200k
5936153,5,56.0,U,2,53852.82,6,12,Test,1,0-10 years,41-60 years,0 - 200k
3425156,28,53.5,F,2,70657.28,10,16,Control,1,20-30 years,41-60 years,0 - 200k
2173695,8,77.0,M,2,67309.25,8,18,Control,1,0-10 years,61-80 years,0 - 200k
6150339,14,31.5,M,2,37608.0,2,8,Test,1,10-20 years,21-40 years,0 - 200k
3546780,11,31.0,F,2,42681.88,2,8,Control,1,10-20 years,21-40 years,0 - 200k
7867818,10,30.0,F,2,32713.4,4,10,Control,1,10-20 years,21-40 years,0 - 200k
2039099,6,49.5,U,2,37618.52,4,10,Test,1,0-10 years,41-60 years,0 - 200k
6315858,14,43.0,U,2,111465.68,12,18,Control,1,10-20 years,41-60 years,0 - 200k
6965231,6,28.5,U,2,54769.66,0,6,Control,1,0-10 years,21-40 years,0 - 200k
2360934,7,60.0,U,2,91115.39,2,8,Control,1,0-10 years,61-80 years,0 - 200k
7302165,10,37.0,M,2,65097.84,0,6,Control,1,10-20 years,21-40 years,0 - 200k
6275218,5,35.5,U,3,63873.24,0,6,Test,1,0-10 years,21-40 years,0 - 200k
1253755,15,60.5,M,2,174988.27999999997,2,8,Control,1,10-20 years,61-80 years,0 - 200k
534481,20,49.5,M,2,66022.70999999999,8,14,Control,1,20-30 years,41-60 years,0 - 200k
2532062,9,48.0,F,2,52690.97,4,10,Control,1,0-10 years,41-60 years,0 - 200k
3777615,8,46.0,U,2,52885.97,4,10,Test,1,0-10 years,41-60 years,0 - 200k
6474767,13,53.5,F,2,37956.86,2,8,Control,1,10-20 years,41-60 years,0 - 200k
6631427,9,25.5,F,2,30152.47,0,6,Test,1,0-10 years,21-40 years,0 - 200k
5095048,8,27.5,F,2,31524.05,2,8,Control,1,0-10 years,21-40 years,0 - 200k
9219824,4,45.0,U,2,52088.009999999995,10,16,Test,1,0-10 years,41-60 years,0 - 200k
7706822,6,59.0,U,2,136405.72999999998,8,14,Control,1,0-10 years,41-60 years,0 - 200k
7249429,14,62.0,M,2,53372.95,12,18,Control,1,10-20 years,61-80 years,0 - 200k
